Date,IT Dep.,CostElement,Country,Forecast
01/11/2020,Portfolio Management,Training,USA,"2,036"
01/12/2020,Portfolio Management,Training,USA,"1,286"
01/01/2020,Portfolio Management,Travel,USA,120
01/03/2020,Portfolio Management,Travel,USA,846
01/07/2020,Portfolio Management,Travel,USA,"1,037"
01/08/2020,Portfolio Management,Travel,USA,"3,845"
01/09/2020,Portfolio Management,Travel,USA,"1,037"
01/10/2020,Portfolio Management,Travel,USA,"1,037"
01/11/2020,Portfolio Management,Travel,USA,"3,845"
01/12/2020,Portfolio Management,Travel,USA,"1,037"
01/06/2020,Process Management,CAPEX,USA,"-1,679"
01/01/2020,Process Management,Depreciation,USA,287
01/02/2020,Process Management,Depreciation,USA,287
01/03/2020,Process Management,Depreciation,USA,287
01/04/2020,Process Management,Depreciation,USA,287
01/05/2020,Process Management,Depreciation,USA,287
01/06/2020,Process Management,Depreciation,USA,287
01/07/2020,Process Management,Depreciation,USA,"27,016"
01/08/2020,Process Management,Depreciation,USA,"27,016"
01/09/2020,Process Management,Depreciation,USA,"27,016"
01/10/2020,Process Management,Depreciation,USA,"27,016"
01/11/2020,Process Management,Depreciation,USA,"26,937"
01/12/2020,Process Management,Depreciation,USA,"26,937"
01/01/2020,Process Management,Employee Performance,USA,2
01/02/2020,Process Management,Employee Performance,USA,8
01/03/2020,Process Management,Employee Performance,USA,105
01/04/2020,Process Management,Employee Performance,USA,53
01/05/2020,Process Management,Employee Performance,USA,23
01/06/2020,Process Management,Employee Performance,USA,150
01/07/2020,Process Management,Employee Performance,USA,303
01/08/2020,Process Management,Employee Performance,USA,303
01/09/2020,Process Management,Employee Performance,USA,303
01/10/2020,Process Management,Employee Performance,USA,303
01/11/2020,Process Management,Employee Performance,USA,303
01/12/2020,Process Management,Employee Performance,USA,303
01/01/2020,Process Management,External Labor,USA,"64,167"
01/02/2020,Process Management,External Labor,USA,"53,883"
01/03/2020,Process Management,External Labor,USA,"63,540"
01/04/2020,Process Management,External Labor,USA,"88,261"
01/05/2020,Process Management,External Labor,USA,"116,574"
01/06/2020,Process Management,External Labor,USA,"89,584"
01/07/2020,Process Management,External Labor,USA,"105,093"
01/08/2020,Process Management,External Labor,USA,"91,323"
01/09/2020,Process Management,External Labor,USA,"91,323"
01/10/2020,Process Management,External Labor,USA,"91,323"
01/11/2020,Process Management,External Labor,USA,"91,323"
01/12/2020,Process Management,External Labor,USA,"91,323"
01/02/2020,Process Management,Hardware,USA,"1,287"
01/03/2020,Process Management,Hardware,USA,"2,124"
01/04/2020,Process Management,Hardware,USA,94
01/05/2020,Process Management,Hardware,USA,631
01/06/2020,Process Management,Hardware,USA,"2,530"
01/07/2020,Process Management,Hardware,USA,137
01/08/2020,Process Management,Hardware,USA,137
01/09/2020,Process Management,Hardware,USA,137
01/10/2020,Process Management,Hardware,USA,137
01/11/2020,Process Management,Hardware,USA,137
01/12/2020,Process Management,Hardware,USA,137
01/03/2020,Process Management,Hardware Maintenance,USA,37
01/07/2020,Process Management,Hardware Maintenance,USA,125
01/08/2020,Process Management,Hardware Maintenance,USA,125
01/09/2020,Process Management,Hardware Maintenance,USA,125
01/10/2020,Process Management,Hardware Maintenance,USA,125
01/11/2020,Process Management,Hardware Maintenance,USA,125
01/12/2020,Process Management,Hardware Maintenance,USA,125
01/01/2020,Process Management,Internal Labor,USA,"100,861"
01/02/2020,Process Management,Internal Labor,USA,"102,206"
01/03/2020,Process Management,Internal Labor,USA,"112,850"
01/04/2020,Process Management,Internal Labor,USA,"103,089"
01/05/2020,Process Management,Internal Labor,USA,"101,914"
01/06/2020,Process Management,Internal Labor,USA,"106,046"
01/07/2020,Process Management,Internal Labor,USA,"103,795"
01/08/2020,Process Management,Internal Labor,USA,"103,789"
01/09/2020,Process Management,Internal Labor,USA,"103,372"
01/10/2020,Process Management,Internal Labor,USA,"106,254"
01/11/2020,Process Management,Internal Labor,USA,"105,722"
01/12/2020,Process Management,Internal Labor,USA,"105,446"
01/01/2020,Process Management,Other,USA,"3,785"
01/02/2020,Process Management,Other,USA,626
01/03/2020,Process Management,Other,USA,8
01/04/2020,Process Management,Other,USA,293
01/05/2020,Process Management,Other,USA,308
01/06/2020,Process Management,Other,USA,104
01/07/2020,Process Management,Other,USA,204
01/08/2020,Process Management,Other,USA,204
01/09/2020,Process Management,Other,USA,204
01/10/2020,Process Management,Other,USA,204
01/11/2020,Process Management,Other,USA,204
01/12/2020,Process Management,Other,USA,204
01/01/2020,Process Management,Outbound Allocations,USA,"24,683"
01/02/2020,Process Management,Outbound Allocations,USA,"24,685"
01/03/2020,Process Management,Outbound Allocations,USA,"24,683"
01/04/2020,Process Management,Outbound Allocations,USA,"24,683"
01/05/2020,Process Management,Outbound Allocations,USA,"24,685"
01/06/2020,Process Management,Outbound Allocations,USA,"24,683"
01/07/2020,Process Management,Outbound Allocations,USA,"24,683"
01/08/2020,Process Management,Outbound Allocations,USA,"24,685"
01/09/2020,Process Management,Outbound Allocations,USA,"24,683"
01/10/2020,Process Management,Outbound Allocations,USA,"24,683"
01/11/2020,Process Management,Outbound Allocations,USA,"24,685"
01/12/2020,Process Management,Outbound Allocations,USA,"24,683"
01/07/2020,Process Management,Recognition,USA,85
01/08/2020,Process Management,Recognition,USA,85
01/09/2020,Process Management,Recognition,USA,85
01/10/2020,Process Management,Recognition,USA,85
01/11/2020,Process Management,Recognition,USA,85
01/12/2020,Process Management,Recognition,USA,85
01/01/2020,Process Management,Software,USA,"8,168"
01/02/2020,Process Management,Software,USA,"7,871"
01/03/2020,Process Management,Software,USA,"8,049"
01/04/2020,Process Management,Software,USA,"8,138"
01/05/2020,Process Management,Software,USA,"8,028"
01/06/2020,Process Management,Software,USA,"8,126"
01/07/2020,Process Management,Software,USA,"17,333"
01/08/2020,Process Management,Software,USA,"17,333"
01/09/2020,Process Management,Software,USA,"17,333"
01/10/2020,Process Management,Software,USA,"15,905"
01/11/2020,Process Management,Software,USA,"15,905"
01/12/2020,Process Management,Software,USA,"15,905"
01/01/2020,Process Management,Software Maintenance,USA,"8,256"
01/02/2020,Process Management,Software Maintenance,USA,"15,564"
01/03/2020,Process Management,Software Maintenance,USA,"18,545"
01/04/2020,Process Management,Software Maintenance,USA,"18,514"
01/05/2020,Process Management,Software Maintenance,USA,"29,747"
01/06/2020,Process Management,Software Maintenance,USA,-482
01/07/2020,Process Management,Software Maintenance,USA,"47,356"
01/08/2020,Process Management,Software Maintenance,USA,"56,405"
01/09/2020,Process Management,Software Maintenance,USA,"49,755"
01/10/2020,Process Management,Software Maintenance,USA,"59,344"
01/11/2020,Process Management,Software Maintenance,USA,"47,356"
01/12/2020,Process Management,Software Maintenance,USA,"71,481"
01/01/2020,Process Management,Supplies,USA,70
01/02/2020,Process Management,Supplies,USA,137
01/03/2020,Process Management,Supplies,USA,158
01/04/2020,Process Management,Supplies,USA,127
01/05/2020,Process Management,Supplies,USA,315
01/06/2020,Process Management,Supplies,USA,392
01/07/2020,Process Management,Supplies,USA,605
01/08/2020,Process Management,Supplies,USA,605
01/09/2020,Process Management,Supplies,USA,605
01/10/2020,Process Management,Supplies,USA,605
01/11/2020,Process Management,Supplies,USA,605
01/12/2020,Process Management,Supplies,USA,605
01/01/2020,Process Management,Taxes,USA,107
01/02/2020,Process Management,Taxes,USA,86
01/03/2020,Process Management,Taxes,USA,97
01/04/2020,Process Management,Taxes,USA,97
01/05/2020,Process Management,Taxes,USA,97
01/06/2020,Process Management,Taxes,USA,97
01/07/2020,Process Management,Taxes,USA,97
01/08/2020,Process Management,Taxes,USA,97
01/09/2020,Process Management,Taxes,USA,97
01/10/2020,Process Management,Taxes,USA,97
01/11/2020,Process Management,Taxes,USA,97
01/12/2020,Process Management,Taxes,USA,97
01/02/2020,Process Management,Telecomm,USA,"1,441"
01/03/2020,Process Management,Telecomm,USA,676
01/04/2020,Process Management,Telecomm,USA,429
01/06/2020,Process Management,Telecomm,USA,"1,091"
01/07/2020,Process Management,Telecomm,USA,"2,462"
01/08/2020,Process Management,Telecomm,USA,"2,462"
01/09/2020,Process Management,Telecomm,USA,"2,462"
01/10/2020,Process Management,Telecomm,USA,"2,462"
01/11/2020,Process Management,Telecomm,USA,"2,462"
01/12/2020,Process Management,Telecomm,USA,"2,462"
01/01/2020,Process Management,Training,USA,114
01/02/2020,Process Management,Training,USA,905
01/03/2020,Process Management,Training,USA,560
01/04/2020,Process Management,Training,USA,"1,480"
01/05/2020,Process Management,Training,USA,"1,119"
01/06/2020,Process Management,Training,USA,645
01/07/2020,Process Management,Training,USA,"4,264"
01/08/2020,Process Management,Training,USA,"3,377"
01/09/2020,Process Management,Training,USA,"3,377"
01/10/2020,Process Management,Training,USA,"4,264"
01/11/2020,Process Management,Training,USA,"3,377"
01/12/2020,Process Management,Training,USA,"3,341"
01/02/2020,Process Management,Travel,USA,462
01/03/2020,Process Management,Travel,USA,156
01/04/2020,Process Management,Travel,USA,380
01/06/2020,Process Management,Travel,USA,"1,715"
01/07/2020,Process Management,Travel,USA,"4,394"
01/08/2020,Process Management,Travel,USA,"6,494"
01/09/2020,Process Management,Travel,USA,"4,394"
01/10/2020,Process Management,Travel,USA,"4,394"
01/11/2020,Process Management,Travel,USA,"6,494"
01/12/2020,Process Management,Travel,USA,"4,394"
01/07/2020,Production,Internal Labor,Switzerland,"3,938"
01/08/2020,Production,Internal Labor,Switzerland,"3,938"
01/09/2020,Production,Internal Labor,Switzerland,"3,938"
01/10/2020,Production,Internal Labor,Switzerland,"3,938"
01/11/2020,Production,Internal Labor,Switzerland,"3,938"
01/12/2020,Production,Internal Labor,Switzerland,"3,938"
01/07/2020,Production,Internal Labor,USA,"44,143"
01/08/2020,Production,Internal Labor,USA,"44,143"
01/09/2020,Production,Internal Labor,USA,"44,143"
01/10/2020,Production,Internal Labor,USA,"44,143"
01/11/2020,Production,Internal Labor,USA,"44,143"
01/12/2020,Production,Internal Labor,USA,"44,143"
01/01/2020,Productivity,Amortization,France,64
01/02/2020,Productivity,Amortization,France,60
01/03/2020,Productivity,Amortization,France,67
01/04/2020,Productivity,Amortization,France,66
01/05/2020,Productivity,Amortization,France,72
01/06/2020,Productivity,Amortization,France,67
01/07/2020,Productivity,Amortization,France,164
01/08/2020,Productivity,Amortization,France,164
01/09/2020,Productivity,Amortization,France,164
01/10/2020,Productivity,Amortization,France,164
01/11/2020,Productivity,Amortization,France,164
01/12/2020,Productivity,Amortization,France,164
01/01/2020,Productivity,Amortization,Italy,"1,602"
01/02/2020,Productivity,Amortization,Italy,"1,652"
01/03/2020,Productivity,Amortization,Italy,"1,659"
01/04/2020,Productivity,Amortization,Italy,"1,700"
01/05/2020,Productivity,Amortization,Italy,"1,785"
01/06/2020,Productivity,Amortization,Italy,"1,722"
01/07/2020,Productivity,Amortization,Italy,"1,785"
01/08/2020,Productivity,Amortization,Italy,"1,785"
01/09/2020,Productivity,Amortization,Italy,"1,785"
01/10/2020,Productivity,Amortization,Italy,"1,785"
01/11/2020,Productivity,Amortization,Italy,"1,785"
01/12/2020,Productivity,Amortization,Italy,"1,785"
01/01/2020,Productivity,CAPEX,United Kingdom,97
01/02/2020,Productivity,CAPEX,United Kingdom,4
01/03/2020,Productivity,CAPEX,United Kingdom,121
01/04/2020,Productivity,CAPEX,United Kingdom,36
01/05/2020,Productivity,CAPEX,United Kingdom,41
01/01/2020,Productivity,CAPEX,USA,45
01/02/2020,Productivity,CAPEX,USA,15
01/06/2020,Productivity,CAPEX,USA,167
01/01/2020,Productivity,Depreciation,Austria,333
01/02/2020,Productivity,Depreciation,Austria,343
01/03/2020,Productivity,Depreciation,Austria,344
01/04/2020,Productivity,Depreciation,Austria,353
01/05/2020,Productivity,Depreciation,Austria,371
01/06/2020,Productivity,Depreciation,Austria,357
01/07/2020,Productivity,Depreciation,Austria,371
01/08/2020,Productivity,Depreciation,Austria,371
01/09/2020,Productivity,Depreciation,Austria,371
01/10/2020,Productivity,Depreciation,Austria,371
01/11/2020,Productivity,Depreciation,Austria,371
01/12/2020,Productivity,Depreciation,Austria,371
01/01/2020,Productivity,Depreciation,Belgium,342
01/02/2020,Productivity,Depreciation,Belgium,253
01/03/2020,Productivity,Depreciation,Belgium,357
01/04/2020,Productivity,Depreciation,Belgium,295
01/05/2020,Productivity,Depreciation,Belgium,310
01/06/2020,Productivity,Depreciation,Belgium,299
01/07/2020,Productivity,Depreciation,Belgium,310
01/08/2020,Productivity,Depreciation,Belgium,310
01/09/2020,Productivity,Depreciation,Belgium,310
01/10/2020,Productivity,Depreciation,Belgium,310
01/11/2020,Productivity,Depreciation,Belgium,310
01/12/2020,Productivity,Depreciation,Belgium,310
01/01/2020,Productivity,Depreciation,Canada,1
01/02/2020,Productivity,Depreciation,Canada,1
01/03/2020,Productivity,Depreciation,Canada,1
01/04/2020,Productivity,Depreciation,Canada,1
01/05/2020,Productivity,Depreciation,Canada,1
01/06/2020,Productivity,Depreciation,Canada,1
01/07/2020,Productivity,Depreciation,Canada,1
01/08/2020,Productivity,Depreciation,Canada,1
01/09/2020,Productivity,Depreciation,Canada,1
01/10/2020,Productivity,Depreciation,Canada,1
01/11/2020,Productivity,Depreciation,Canada,1
01/12/2020,Productivity,Depreciation,Canada,1
01/01/2020,Productivity,Depreciation,France,"2,891"
01/02/2020,Productivity,Depreciation,France,"2,693"
01/03/2020,Productivity,Depreciation,France,"2,995"
01/04/2020,Productivity,Depreciation,France,"3,033"
01/05/2020,Productivity,Depreciation,France,"3,291"
01/06/2020,Productivity,Depreciation,France,"3,072"
01/07/2020,Productivity,Depreciation,France,"5,862"
01/08/2020,Productivity,Depreciation,France,"5,862"
01/09/2020,Productivity,Depreciation,France,"5,862"
01/10/2020,Productivity,Depreciation,France,"5,862"
01/11/2020,Productivity,Depreciation,France,"5,862"
01/12/2020,Productivity,Depreciation,France,"5,862"
01/01/2020,Productivity,Depreciation,Germany,"3,353"
01/02/2020,Productivity,Depreciation,Germany,"3,458"
01/03/2020,Productivity,Depreciation,Germany,"2,951"
01/04/2020,Productivity,Depreciation,Germany,"9,306"
01/05/2020,Productivity,Depreciation,Germany,"4,826"
01/06/2020,Productivity,Depreciation,Germany,"4,655"
01/07/2020,Productivity,Depreciation,Germany,"4,826"
01/08/2020,Productivity,Depreciation,Germany,"4,826"
01/09/2020,Productivity,Depreciation,Germany,"4,826"
01/10/2020,Productivity,Depreciation,Germany,"4,826"
01/11/2020,Productivity,Depreciation,Germany,"4,826"
01/12/2020,Productivity,Depreciation,Germany,"4,826"
01/01/2020,Productivity,Depreciation,Ireland,"4,002"
01/02/2020,Productivity,Depreciation,Ireland,"4,127"
01/03/2020,Productivity,Depreciation,Ireland,"4,143"
01/04/2020,Productivity,Depreciation,Ireland,"4,304"
01/05/2020,Productivity,Depreciation,Ireland,"4,520"
01/06/2020,Productivity,Depreciation,Ireland,"4,361"
01/07/2020,Productivity,Depreciation,Ireland,"11,547"
01/08/2020,Productivity,Depreciation,Ireland,"11,547"
01/09/2020,Productivity,Depreciation,Ireland,"11,547"
01/10/2020,Productivity,Depreciation,Ireland,"11,547"
01/11/2020,Productivity,Depreciation,Ireland,"11,547"
01/12/2020,Productivity,Depreciation,Ireland,"11,547"
01/01/2020,Productivity,Depreciation,Italy,"15,448"
01/02/2020,Productivity,Depreciation,Italy,"15,924"
01/03/2020,Productivity,Depreciation,Italy,"15,990"
01/04/2020,Productivity,Depreciation,Italy,"16,390"
01/05/2020,Productivity,Depreciation,Italy,"17,218"
01/06/2020,Productivity,Depreciation,Italy,"16,727"
01/07/2020,Productivity,Depreciation,Italy,"17,218"
01/08/2020,Productivity,Depreciation,Italy,"17,218"
01/09/2020,Productivity,Depreciation,Italy,"17,218"
01/10/2020,Productivity,Depreciation,Italy,"17,218"
01/11/2020,Productivity,Depreciation,Italy,"17,218"
01/12/2020,Productivity,Depreciation,Italy,"17,218"
01/01/2020,Productivity,Depreciation,Netherlands,277
01/02/2020,Productivity,Depreciation,Netherlands,286
01/03/2020,Productivity,Depreciation,Netherlands,287
01/04/2020,Productivity,Depreciation,Netherlands,294
01/05/2020,Productivity,Depreciation,Netherlands,309
01/06/2020,Productivity,Depreciation,Netherlands,298
01/07/2020,Productivity,Depreciation,Netherlands,309
01/08/2020,Productivity,Depreciation,Netherlands,309
01/09/2020,Productivity,Depreciation,Netherlands,309
01/10/2020,Productivity,Depreciation,Netherlands,309
01/11/2020,Productivity,Depreciation,Netherlands,309
01/12/2020,Productivity,Depreciation,Netherlands,309
01/01/2020,Productivity,Depreciation,Spain,"1,994"
01/02/2020,Productivity,Depreciation,Spain,"2,056"
01/03/2020,Productivity,Depreciation,Spain,"2,064"
01/04/2020,Productivity,Depreciation,Spain,"2,116"
01/05/2020,Productivity,Depreciation,Spain,"2,222"
01/06/2020,Productivity,Depreciation,Spain,"2,143"
01/07/2020,Productivity,Depreciation,Spain,"2,222"
01/08/2020,Productivity,Depreciation,Spain,"2,222"
01/09/2020,Productivity,Depreciation,Spain,"2,222"
01/10/2020,Productivity,Depreciation,Spain,"2,222"
01/11/2020,Productivity,Depreciation,Spain,"2,222"
01/12/2020,Productivity,Depreciation,Spain,"2,222"
01/01/2020,Productivity,Depreciation,Switzerland,436
01/02/2020,Productivity,Depreciation,Switzerland,436
01/03/2020,Productivity,Depreciation,Switzerland,436
01/04/2020,Productivity,Depreciation,Switzerland,436
01/05/2020,Productivity,Depreciation,Switzerland,436
01/06/2020,Productivity,Depreciation,Switzerland,436
01/07/2020,Productivity,Depreciation,Switzerland,436
01/08/2020,Productivity,Depreciation,Switzerland,436
01/09/2020,Productivity,Depreciation,Switzerland,436
01/10/2020,Productivity,Depreciation,Switzerland,436
01/11/2020,Productivity,Depreciation,Switzerland,436
01/12/2020,Productivity,Depreciation,Switzerland,436
01/01/2020,Productivity,Depreciation,United Kingdom,133
